,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,sqft_living15,sqft_lot15,price,year,month,house_soldtime
283,4,2.5,3500,7048,2.0,0,0,3,9,3500,0,3920,7864,780000,2014,Jun,9
284,3,3.0,2420,13959,1.0,0,0,4,8,1740,680,2570,13300,330000,2015,Apr,8
285,4,2.5,2720,8666,2.0,0,0,3,9,2720,0,2410,8100,370000,2014,Sep,9
286,5,2.25,2500,13500,1.0,0,0,3,7,1850,650,2300,9750,467000,2014,Oct,9
287,3,1.75,1670,6720,1.0,0,0,3,7,1140,530,1670,7320,405000,2015,Feb,8
288,5,2.25,2900,10300,1.0,0,0,3,8,1450,1450,2310,10300,675000,2014,Jul,9
289,2,1.0,1640,14100,1.0,0,0,4,7,1140,500,1520,13527,500000,2014,Aug,9
290,4,2.5,1890,15770,2.0,0,0,4,7,1890,0,2410,15256,389999,2014,Jul,9
291,4,1.75,2950,9025,1.0,0,2,4,8,1780,1170,2120,9600,630000,2015,Feb,8
292,4,2.5,2160,9528,2.0,0,0,3,9,2160,0,2280,9937,360000,2014,Oct,9
293,4,3.0,3280,11060,2.0,0,0,3,8,2270,1010,2320,11004,580000,2014,Oct,9
294,3,2.0,1970,4166,2.0,0,3,5,8,1270,700,2390,4166,550000,2014,Jul,9
295,4,2.5,3360,22111,2.0,0,0,3,10,3360,0,3150,11374,879000,2014,Jul,9
296,3,2.0,1320,8959,1.0,0,0,3,7,1320,0,1740,7316,265000,2014,Aug,9
297,3,2.5,2650,7286,2.0,0,0,3,8,2650,0,2400,7220,446500,2015,Mar,8
298,3,1.5,2030,8880,1.0,0,0,3,7,1330,700,2140,5592,404000,2014,Jun,9
299,3,1.75,1590,11914,1.0,0,2,3,7,1090,500,1630,9052,267500,2014,May,9
300,4,5.0,4550,18641,1.0,1,4,3,10,2600,1950,4550,19508,3080000,2014,Jun,9
301,3,2.5,2440,7632,2.0,0,0,3,8,2440,0,2510,7903,335000,2014,Aug,9
302,3,2.5,1940,9000,1.0,0,0,4,7,970,970,2190,7310,576000,2014,Jun,9
303,3,2.5,2040,3810,2.0,0,0,3,8,2040,0,2370,4590,208633,2015,Apr,8
304,3,2.25,2200,8750,1.0,0,0,4,7,1120,1080,1460,10139,315000,2015,Jan,8
305,3,1.75,1920,3300,1.0,0,0,4,8,960,960,1740,4000,725000,2015,Feb,8
306,4,2.75,1800,7750,1.0,0,0,4,8,1400,400,1800,8275,550000,2015,Apr,8
307,4,2.25,2180,7297,2.0,0,0,3,8,2180,0,2250,9781,610750,2014,Jun,9
308,2,1.0,1010,5000,1.5,0,0,4,6,1010,0,1460,5000,550700,2015,Feb,8
309,4,2.75,3320,10574,2.0,0,0,5,8,2220,1100,2720,8330,665000,2015,Jan,8
310,4,2.5,2370,4000,1.5,0,2,5,8,1980,390,2440,5750,834000,2015,Feb,8
311,5,1.75,1660,78408,1.5,0,0,3,6,1660,0,1660,78408,201000,2014,Oct,9
312,5,2.5,3650,9050,2.0,0,4,5,10,3370,280,2880,5400,2380000,2014,May,9
313,4,3.25,4290,12103,1.0,0,3,3,11,2690,1600,3860,11244,1380000,2014,Jun,9
314,4,3.25,4290,12103,1.0,0,3,3,11,2690,1600,3860,11244,1400000,2014,Dec,9
315,4,2.25,1950,7700,1.0,0,0,3,8,1350,600,2150,7350,305000,2014,Nov,9
316,3,2.0,2590,14052,1.0,0,0,5,8,1720,870,1570,8162,487000,2015,Apr,8
317,3,2.5,1930,64904,1.0,0,0,4,8,1930,0,2350,57500,390000,2015,May,8
318,2,1.0,1470,3864,1.0,0,0,4,7,1170,300,1570,3864,548000,2014,Jul,9
319,4,1.0,800,8775,1.0,0,0,3,6,800,0,1310,8775,268750,2014,Nov,9
320,5,2.75,3150,7119,2.0,0,0,3,9,3150,0,1560,8384,819900,2014,May,9
321,3,2.25,2030,16200,2.0,0,0,3,8,2030,0,2660,17958,520000,2014,Oct,9
322,3,2.0,1450,11204,1.0,0,0,3,7,1450,0,1520,9518,230000,2014,Jul,9
323,3,1.75,1510,10248,1.0,0,0,3,7,1510,0,1510,9753,240000,2015,Feb,8
324,2,1.0,1240,12092,1.0,0,0,3,6,960,280,1820,7460,232000,2014,Sep,9
325,2,1.0,1240,12092,1.0,0,0,3,6,960,280,1820,7460,240500,2015,Mar,8
326,3,2.5,3030,45004,2.0,0,0,3,9,3030,0,3080,35781,274975,2014,Oct,9
327,4,2.0,2050,4400,1.5,0,0,4,9,2050,0,2320,5500,740000,2014,Sep,9
328,3,1.0,1000,7636,1.0,0,0,2,7,1000,0,1150,7600,186375,2015,Apr,8
329,3,2.25,2370,10289,1.0,0,0,4,9,1590,780,2500,10004,790000,2014,Jul,9
330,4,3.5,2800,6750,2.0,0,0,3,9,1890,910,2370,6120,880000,2014,Sep,9
331,6,1.75,2240,11180,2.0,0,0,4,7,2240,0,1590,7955,279000,2015,Apr,8
332,3,2.0,1810,10530,1.0,0,2,3,8,1810,0,1910,10450,295000,2014,Jul,9
333,2,1.0,1070,5000,1.0,0,0,3,7,1070,0,1710,5000,640000,2015,Apr,8
334,4,2.0,2490,9525,2.0,0,0,5,9,2490,0,2770,9525,940000,2014,Jul,9
335,4,2.5,1960,5238,2.0,0,0,3,7,1960,0,1800,5894,260000,2014,Oct,9
336,3,2.75,2930,5569,1.0,0,0,3,9,1860,1070,2580,11045,559900,2014,Jun,9
337,4,2.0,1510,3500,1.5,0,0,5,7,1510,0,1820,3750,791500,2014,Jul,9
338,3,1.75,1420,8250,1.0,0,0,3,7,1420,0,1740,8000,265000,2014,Aug,9
339,3,1.75,1740,11547,1.0,0,0,3,7,1740,0,880,78408,245000,2015,May,8
340,4,1.75,2560,43995,2.0,0,0,4,7,2560,0,2560,14764,485000,2015,Apr,8
341,4,3.5,3040,8414,2.0,0,0,3,9,2420,620,3470,8066,684000,2014,Nov,9
342,3,1.75,2500,6840,1.0,0,0,3,8,1300,1200,1580,8691,425000,2014,Sep,9
343,4,1.75,1275,20000,1.0,0,0,4,6,1275,0,1660,20000,309600,2014,Oct,9
344,4,2.5,2580,5823,2.0,0,0,3,8,2580,0,2380,5823,552250,2014,Jul,9
345,4,1.0,1000,7134,1.0,0,0,3,6,1000,0,1020,7138,165000,2014,Jul,9
346,4,1.0,1000,7134,1.0,0,0,3,6,1000,0,1020,7138,239900,2014,Dec,9
347,2,1.0,1070,32633,1.0,0,0,4,6,1070,0,1360,32156,320000,2014,Dec,9
348,3,2.0,1390,13464,1.0,0,0,4,7,1390,0,1720,12080,206600,2014,Oct,9
349,4,1.75,2500,7690,1.0,0,0,3,7,1250,1250,2040,8646,387000,2015,Apr,8
350,1,0.75,560,12120,1.0,0,0,3,4,560,0,1300,19207,299000,2014,Jun,9
351,4,2.75,2270,10460,2.0,0,0,3,9,2270,0,2610,10180,855000,2014,Sep,9
352,3,1.0,1900,14400,1.0,0,0,4,7,1300,600,1940,14400,315000,2015,Jan,8
353,2,1.0,990,3120,1.0,0,2,5,7,790,200,1930,3120,437500,2014,Dec,9
354,4,1.5,1550,19800,1.0,0,0,4,7,1050,500,1640,22654,252000,2015,Mar,8
355,4,1.75,2200,7475,1.0,0,0,5,7,1100,1100,1600,5766,375000,2014,Jun,9
356,4,2.5,1910,4862,2.0,0,0,3,7,1910,0,2010,5091,300000,2014,Aug,9
357,4,1.0,1750,9600,1.5,0,0,4,7,1750,0,1750,10530,420000,2014,Oct,9
358,3,1.0,1330,77972,1.0,0,0,3,7,1330,0,1340,17689,900000,2014,May,9
359,3,2.5,2440,5750,2.0,0,2,3,9,1980,460,1520,5750,679900,2014,Aug,9
360,3,2.5,1640,29970,2.0,0,0,3,7,1640,0,1580,28399,463000,2014,Jun,9
361,5,2.5,2760,11340,2.0,0,0,4,9,2760,0,2470,11340,380000,2014,Aug,9
362,4,2.5,1820,7912,2.0,0,0,3,7,1820,0,1820,8168,329500,2014,Dec,9
363,3,2.5,2110,5608,1.0,0,0,3,8,1340,770,2040,9363,604950,2014,Aug,9
364,5,2.5,3040,9570,1.0,0,2,4,8,1640,1400,2920,8800,795000,2014,Sep,9
365,3,2.0,1840,40438,2.0,0,0,3,7,1840,0,1380,44049,465000,2015,Jan,8
366,4,2.5,2990,10400,2.0,0,0,3,9,2990,0,2140,17449,673000,2015,Mar,8
367,4,2.5,3520,15420,2.0,0,0,3,10,3520,0,3400,21455,810000,2014,Oct,9
368,4,2.75,2440,69415,1.0,0,0,4,8,1910,530,2770,24361,785000,2015,Apr,8
369,4,3.0,2090,7500,1.0,0,0,3,7,1370,720,1810,7650,338000,2014,Nov,9
370,3,2.25,1430,7222,2.0,0,0,3,7,1430,0,1430,7220,280000,2014,Dec,9
371,4,2.25,2180,10754,1.0,0,0,5,7,1100,1080,1810,6929,315000,2014,Oct,9
372,4,2.25,2180,10754,1.0,0,0,5,7,1100,1080,1810,6929,530000,2015,Mar,8
373,5,3.0,3450,9914,2.0,0,0,3,9,3450,0,2860,9721,380000,2014,Dec,9
374,3,2.25,1450,7562,2.0,0,0,3,7,1450,0,1650,7625,297000,2014,Aug,9
375,4,2.5,3230,7331,2.0,0,0,3,10,3230,0,3480,7447,730000,2014,May,9
376,3,1.75,1640,13500,1.0,0,0,3,7,1110,530,1770,12600,450000,2014,Jun,9
377,3,3.0,1590,7750,1.0,0,0,3,7,1060,530,1680,7500,275000,2014,Oct,9
378,4,2.0,2020,2849,2.0,0,0,3,7,2020,0,1910,3120,595000,2015,Apr,8
379,3,1.5,1300,3348,1.5,0,0,3,7,1300,0,1590,2577,435000,2015,Apr,8
380,2,1.5,1380,209959,1.0,0,0,1,6,1380,0,3130,19868,270000,2014,Sep,9
381,3,3.0,4040,14338,2.0,0,0,3,10,3030,1010,3360,14142,950000,2014,Aug,9
382,4,2.25,2130,5337,2.0,0,0,3,7,2130,0,2300,6930,389000,2015,Mar,8
383,4,2.25,2550,7800,1.0,0,0,3,8,1580,970,2420,8050,560000,2015,Jan,8
384,5,3.5,4800,14984,2.0,0,2,3,11,3480,1320,4050,19009,1350000,2014,Jul,9
385,4,2.25,2510,11585,2.0,0,0,4,8,2510,0,2450,9691,799000,2014,Nov,9
386,3,2.0,1410,9600,1.0,0,0,4,7,1410,0,1410,9600,365500,2014,Jun,9
387,3,2.0,1650,7352,1.0,0,0,3,7,1160,490,1710,7350,252350,2014,May,9
388,4,2.5,2120,13780,2.0,0,0,3,8,2120,0,1880,12000,403950,2014,Sep,9
389,4,1.5,2040,10726,1.0,0,0,3,7,1380,660,1610,10020,385000,2014,Aug,9
390,4,1.0,1550,7620,1.5,0,0,3,7,1550,0,1450,7620,345000,2014,Dec,9
391,3,2.75,1980,3128,2.0,0,0,4,9,1980,0,1950,2856,490000,2014,Sep,9
392,3,2.5,1600,26977,2.0,0,0,3,8,1600,0,1790,27743,330000,2014,Jun,9
393,4,2.75,3300,12090,2.0,0,0,3,8,3300,0,3180,12239,927000,2014,May,9
394,4,2.5,3840,16619,2.0,0,1,4,10,3840,0,3600,16553,1120000,2014,Jul,9
395,2,1.0,1220,10000,1.0,0,0,5,7,1220,0,2000,9600,330000,2015,Apr,8
396,5,2.25,2720,8800,1.0,0,0,4,7,1500,1220,2110,8800,530000,2015,Mar,8
397,4,2.0,1940,25600,1.0,0,0,1,8,1940,0,2000,10071,365000,2014,Jun,9
398,3,2.5,2160,3000,1.5,0,0,3,7,1260,900,1060,3500,378750,2014,Jun,9
399,4,1.75,1530,8750,1.5,0,0,4,7,1530,0,1390,8750,269900,2014,Jun,9
400,3,3.5,1710,2096,2.0,0,0,3,8,1290,420,1630,1543,557000,2015,Mar,8
401,4,1.75,3730,16980,1.0,0,0,4,7,2150,1580,1880,16963,360000,2014,Aug,9
402,2,1.0,940,5000,1.0,0,0,4,7,940,0,1560,4500,352000,2015,Apr,8
403,3,2.5,1750,22357,2.0,0,0,3,8,1750,0,2430,22357,437000,2015,Feb,8
404,4,2.5,1820,6753,2.0,0,0,3,7,1820,0,1820,7107,322500,2014,Jun,9
405,3,3.25,1510,2000,2.0,0,0,3,9,1330,180,1510,1352,650000,2014,Sep,9
406,3,2.0,1290,1213,3.0,0,0,3,8,1290,0,1290,3235,450000,2014,Aug,9
407,3,2.0,1570,5250,1.0,0,0,3,7,1570,0,1570,5250,278500,2015,Apr,8
408,4,2.5,1930,6957,2.0,0,0,3,8,1930,0,2090,6996,364950,2015,Apr,8
409,4,3.5,2840,40139,1.0,0,4,4,10,2840,0,3180,36852,840000,2014,Sep,9
410,3,2.5,1550,8134,2.0,0,0,3,7,1550,0,1550,8134,268000,2015,Mar,8
411,2,1.0,833,143947,1.0,0,0,3,5,833,0,1380,143947,517534,2014,Jul,9
412,3,2.5,2990,32239,2.0,0,0,4,8,2990,0,2990,36497,632925,2014,Nov,9
413,3,2.5,2000,7251,2.0,0,0,3,9,2000,0,2450,8118,577500,2014,Jul,9
414,4,1.5,2390,7480,1.5,0,2,3,7,2390,0,2850,6867,339000,2015,Feb,8
415,3,1.75,2910,37461,1.0,0,0,4,7,1530,1380,2520,18295,570000,2014,Sep,9
416,4,1.75,2085,174240,1.0,0,0,3,7,1610,475,2690,174240,563500,2014,Jun,9
417,4,2.25,2200,9351,1.0,0,0,5,7,1290,910,1910,8660,423000,2015,Jan,8
418,3,2.25,1860,5028,2.0,0,0,3,8,1860,0,2320,5465,355000,2014,Dec,9
419,5,4.25,6070,171626,2.0,0,0,3,12,6070,0,4680,211267,1550000,2014,Jul,9
420,2,1.0,950,3960,1.0,0,0,3,7,950,0,1320,4050,482000,2014,Dec,9
421,3,1.75,1600,9135,1.0,0,0,5,7,1600,0,1580,9800,625000,2014,Jul,9
422,3,2.5,2250,11632,2.0,0,0,3,8,2250,0,2360,11632,538000,2014,Dec,9
423,3,2.5,2280,10255,2.0,0,0,4,8,2280,0,2310,10094,380000,2015,Jan,8
424,2,1.0,940,5120,1.0,0,0,3,7,940,0,1300,5120,375000,2014,Jul,9
425,3,2.5,1530,8500,1.0,0,0,5,7,1030,500,1850,8140,245000,2015,Apr,8
426,5,1.75,2190,27260,1.0,0,0,4,7,2190,0,1620,39480,310000,2014,Nov,9
427,3,2.0,2350,15021,1.0,0,0,4,8,1770,580,3530,15715,1300000,2015,Feb,8
428,4,2.0,1440,7680,1.0,0,0,3,7,1200,240,1460,9660,397000,2014,May,9
429,3,2.5,2200,4052,2.0,0,0,3,8,2200,0,2310,5082,365000,2015,May,8
430,4,3.0,2290,8250,2.0,0,0,3,9,2290,0,2290,8250,328500,2014,Oct,9
431,4,3.0,4040,19700,2.0,0,0,3,11,4040,0,3930,21887,988000,2014,Sep,9
432,4,2.5,2610,3277,1.5,0,0,5,8,1920,690,1810,3277,1000000,2014,Jul,9
433,3,2.5,1490,2138,2.0,0,0,3,7,1490,0,1490,2094,237000,2014,Sep,9
434,4,2.5,2450,5280,2.0,0,0,3,8,2450,0,2300,4674,525000,2014,Sep,9
435,4,2.5,1710,9627,1.0,0,0,3,9,1440,270,2140,9131,749000,2014,Sep,9
436,5,2.5,4870,11800,2.0,0,0,3,10,3470,1400,3180,11398,722500,2014,Aug,9
437,3,2.5,3130,8750,2.0,0,0,3,10,3130,0,2860,9003,843000,2015,Mar,8
438,2,2.0,1270,1372,3.0,0,0,3,8,1270,0,1610,3090,438000,2014,Jul,9
439,3,1.75,2120,10875,1.0,0,2,3,8,1540,580,2460,11760,578000,2014,Sep,9
440,3,1.5,1670,8230,1.0,0,0,5,7,1670,0,2077,4910,227950,2014,Sep,9
441,3,2.25,2070,11576,2.0,0,0,3,7,2070,0,1890,7519,196000,2014,Jul,9
442,2,1.0,1420,5332,1.0,0,0,3,8,1070,350,2400,5406,641000,2014,Jul,9
443,3,1.5,1250,219978,1.0,0,0,4,6,1250,0,1930,210394,350000,2015,Apr,8
444,3,1.0,940,7980,1.0,0,0,4,7,940,0,1150,8050,205000,2014,Aug,9
445,3,1.75,1920,9102,1.0,0,0,3,7,1920,0,1920,9760,400000,2014,Dec,9
446,3,2.5,3545,9816,1.0,0,0,3,10,2610,935,3630,7704,1030000,2014,Nov,9
447,3,2.0,1260,5460,1.0,0,0,3,7,1260,0,1510,5460,505000,2015,Mar,8
448,5,2.5,2340,7200,1.0,0,0,3,7,1300,1040,1930,7221,475000,2014,Oct,9
449,3,2.25,2590,9263,1.0,0,0,5,8,1440,1150,2580,9450,520000,2014,Nov,9
450,3,4.5,3970,24920,2.0,0,2,3,10,3260,710,2610,13838,1450000,2015,May,8
451,3,1.75,1220,9732,1.0,0,0,3,7,1220,0,1630,10007,333500,2014,Dec,9
452,3,1.0,1400,10403,1.0,0,0,4,6,1400,0,1230,10209,232000,2015,Feb,8
453,3,2.75,2360,16117,1.0,0,0,4,8,1710,650,2120,16117,691100,2015,Apr,8
454,3,1.75,1870,9897,1.0,0,0,4,8,1870,0,1900,10005,811000,2014,Oct,9
455,3,2.5,2830,5802,2.0,0,0,3,9,2830,0,2500,5788,551000,2014,May,9
456,3,2.5,2260,3640,2.0,0,0,3,8,2260,0,2350,3710,496500,2015,Jan,8
457,3,3.0,1970,20978,2.0,1,3,4,9,1770,200,2280,75396,705000,2014,Nov,9
458,4,2.5,3140,9225,1.0,0,2,5,9,1770,1370,2460,9600,578000,2014,Jun,9
459,3,1.75,1240,8659,1.0,0,0,5,7,1240,0,1490,8223,255000,2015,Jan,8
460,4,3.5,3450,7832,2.0,0,0,3,10,3450,0,3220,8567,1050000,2014,Jun,9
461,3,2.25,2570,8491,2.0,0,0,4,8,2570,0,2400,8049,348000,2015,Mar,8
462,3,2.0,1510,3413,2.0,0,0,3,7,1510,0,1570,3777,230000,2014,Nov,9
463,4,2.25,2390,11250,2.0,0,0,3,9,2390,0,2480,11250,359500,2014,Dec,9
464,3,1.0,980,7000,1.0,0,0,3,6,980,0,1220,7000,330000,2014,Nov,9
465,1,0.75,430,5050,1.0,0,0,2,4,430,0,1200,7500,80000,2014,May,9
466,3,1.75,1480,6360,1.0,0,0,3,7,1480,0,1480,6360,465000,2014,Dec,9
467,4,2.5,1850,7324,2.0,0,0,3,8,1850,0,2100,7329,325000,2014,Oct,9
468,3,2.0,2270,28025,1.0,0,0,4,7,1920,350,1770,14833,340500,2015,Jan,8
469,3,2.5,1810,5192,2.0,0,0,3,8,1810,0,1810,6200,342500,2015,Jan,8
470,2,2.0,1610,17600,2.0,0,0,3,6,1610,0,1310,12950,290900,2014,Jun,9
471,3,4.25,3840,6161,2.0,0,0,3,10,3840,0,3230,7709,868700,2015,Feb,8
472,4,2.75,4110,8400,2.0,0,1,3,9,3130,980,2820,8400,1200000,2014,Nov,9
473,4,3.25,4190,10259,2.0,0,0,3,11,3150,1040,4300,11919,1150000,2014,Oct,9
474,4,2.75,3390,6298,2.0,0,0,3,9,3390,0,3390,7111,859900,2014,Aug,9
475,4,2.25,1890,3006,2.0,0,0,3,7,1890,0,1580,3000,520000,2014,Aug,9
476,3,2.5,1610,2527,2.0,0,2,3,9,1080,530,1610,4173,460000,2014,Jul,9
477,3,1.5,1050,4590,1.0,0,0,3,7,850,200,1770,5400,438924,2014,Sep,9
478,2,1.0,630,6550,1.0,0,0,3,5,630,0,1420,6550,315000,2015,Apr,8
479,4,2.75,2910,10650,1.0,0,2,3,8,1780,1130,2920,10988,590000,2014,Jul,9
480,4,1.75,1700,8640,1.0,0,0,3,7,850,850,1620,9000,378500,2014,Nov,9
481,3,2.5,1950,8130,2.0,0,0,4,9,1950,0,2350,7691,328500,2014,Jun,9
482,3,3.0,2990,9773,2.0,0,0,4,8,2990,0,2230,11553,849950,2015,Mar,8
483,3,1.5,1350,6000,1.0,0,2,3,7,900,450,1730,6012,525000,2014,Oct,9
484,4,3.25,4860,181319,2.5,0,0,3,9,4860,0,3850,181319,1390000,2015,Apr,8
485,4,2.5,2160,7725,1.0,0,0,4,8,1460,700,2060,8250,295000,2015,Apr,8
486,6,3.5,4860,11793,2.0,0,0,3,11,3860,1000,3600,11793,1070000,2014,Jul,9
487,2,2.0,890,5000,1.0,0,0,3,6,890,0,1860,5000,207950,2014,Jul,9
488,4,2.75,2810,7302,2.0,0,0,3,9,2810,0,2820,7302,699900,2014,Dec,9
489,5,2.5,3400,9500,2.0,0,1,4,8,3400,0,3080,11081,1280000,2015,Feb,8
490,4,1.5,1580,7350,1.0,0,0,4,7,960,620,1560,7350,452000,2014,Nov,9
491,3,2.0,1680,5036,1.0,0,1,4,7,1680,0,1680,4921,370000,2015,Feb,8
492,3,1.75,1300,11230,1.0,0,0,5,7,1300,0,1300,10794,232000,2015,Jan,8
493,5,2.5,2820,14062,2.0,0,0,4,7,2380,440,1910,10392,669950,2014,Oct,9
494,3,2.0,1510,6710,1.0,0,0,3,7,1070,440,1660,6600,397500,2014,Jun,9
495,2,2.5,1230,1391,2.0,0,0,3,8,870,360,1240,1350,490000,2014,May,9
496,4,2.0,2110,4140,2.0,0,0,3,9,1710,400,1440,4420,725000,2015,Jan,8
497,3,2.75,3080,19635,1.0,0,2,4,7,1610,1470,2424,12410,299000,2014,Sep,9
498,2,1.5,1490,5750,1.5,0,0,4,7,1190,300,1590,4025,625000,2014,Aug,9
499,3,2.5,2120,4500,2.0,0,0,3,7,2120,0,2530,4816,437500,2014,Nov,9
500,4,2.5,3180,5438,2.0,0,0,3,9,3180,0,3030,5335,650000,2015,May,8
501,2,1.0,1490,3825,1.0,0,0,3,7,860,630,1460,3825,475000,2014,May,9
502,3,2.0,1930,11947,1.0,0,0,4,8,1930,0,2200,12825,342000,2014,May,9
503,4,2.5,2770,7800,2.0,0,0,3,10,2770,0,2720,10000,1200000,2014,Oct,9
504,3,1.5,1670,11610,1.0,0,0,4,7,1670,0,1930,10200,280000,2015,Feb,8
505,2,1.75,1330,7200,1.0,0,0,3,7,1330,0,1450,11682,240000,2014,May,9
506,3,1.0,1210,3328,1.5,0,0,4,7,1210,0,1640,3333,529000,2014,May,9
507,3,1.0,1190,5100,1.0,0,0,4,7,1030,160,1690,5100,442000,2015,Feb,8
508,2,1.0,1540,6872,1.0,0,0,4,7,820,720,1420,5538,615000,2014,May,9
509,4,3.75,4030,10800,2.0,0,0,3,10,4030,0,2160,7200,1490000,2014,Jun,9
510,4,1.75,2430,7559,1.0,0,0,4,8,1580,850,1980,8750,585000,2015,May,8
511,4,2.5,2600,7787,2.0,0,0,3,8,2600,0,2830,7787,480000,2015,Mar,8
512,5,3.5,4410,57063,2.0,0,0,4,9,4410,0,2900,50529,1100000,2014,Jul,9
513,4,1.0,1330,8184,1.5,0,0,3,7,1330,0,1220,660,290000,2014,Nov,9
514,3,1.75,1900,5000,1.0,0,0,5,7,950,950,1770,5000,615000,2014,Aug,9
515,2,1.0,1100,7680,1.0,0,0,4,7,1100,0,1460,7680,300000,2015,Mar,8
516,3,1.0,1980,39150,1.5,0,0,3,6,1580,400,1860,11811,308000,2014,Oct,9
517,3,2.5,2400,7745,2.0,0,0,3,9,2400,0,2080,8615,750000,2015,May,8
518,4,2.25,4760,8036,2.5,0,0,5,9,3390,1370,2950,9323,2250000,2014,Nov,9
519,4,3.25,3180,194278,2.0,0,0,3,10,3180,0,2200,178160,890000,2014,Aug,9
520,3,1.0,1190,7560,1.0,0,0,5,6,1190,0,1190,7560,288000,2015,Mar,8
521,2,1.0,630,6000,1.0,0,0,3,6,630,0,1470,6840,190000,2014,Sep,9
522,5,3.0,2530,5105,1.0,0,0,3,8,1520,1010,2290,4011,515000,2015,Mar,8
523,4,1.5,1690,11054,1.0,0,0,4,5,1690,0,1690,9040,235000,2014,Nov,9
524,2,1.0,940,5000,1.0,0,0,3,6,940,0,940,5000,275000,2014,Aug,9
525,2,2.0,1240,9119,1.0,0,0,4,7,1240,0,1380,9121,727500,2014,Nov,9
526,4,2.5,3040,6587,2.0,0,0,3,7,3040,0,2740,6587,650000,2014,Jun,9
527,6,5.0,6050,230652,2.0,0,3,3,11,6050,0,4210,233971,1600000,2014,Jun,9
528,4,1.0,1590,7085,1.5,0,0,3,6,1590,0,1320,7085,365000,2014,Nov,9
529,3,1.75,2500,36947,1.0,0,0,3,9,2500,0,2590,28837,662000,2014,Oct,9
530,3,2.5,1780,7848,1.0,0,0,3,7,1320,460,1680,7848,270500,2015,Apr,8
531,2,1.5,1360,1898,2.0,0,0,3,7,1360,0,1360,1898,200000,2015,May,8
532,4,3.25,4740,76230,2.0,0,0,3,10,4740,0,3340,49206,970000,2015,Feb,8
533,3,1.5,1010,9600,1.0,0,0,4,7,1010,0,1400,9660,160000,2014,Jun,9
534,3,1.0,1040,7405,1.0,0,0,4,6,1040,0,1580,7405,204000,2015,Feb,8
535,3,2.25,1610,6655,2.0,0,0,4,7,1610,0,1780,7529,358000,2015,Feb,8
536,4,1.75,1570,8268,1.0,0,0,3,7,1570,0,1870,8190,452000,2015,May,8
537,2,2.0,1510,4000,1.0,0,0,4,7,1010,500,1920,4000,595000,2014,Dec,9
538,3,2.0,1360,6082,1.0,0,0,3,7,1360,0,1360,6987,249000,2015,Apr,8
539,4,2.5,1970,5106,2.0,0,0,3,8,1970,0,2230,5109,346900,2015,Mar,8
540,3,2.5,5403,24069,2.0,1,4,4,12,5403,0,3980,104374,2130000,2015,Feb,8
541,4,2.5,1560,4350,2.0,0,0,3,7,1560,0,1560,4350,280000,2014,Oct,9
542,4,1.75,2320,12000,1.0,0,0,4,8,2270,50,2120,9880,318888,2014,Oct,9
543,3,2.25,2120,40518,1.0,0,0,3,8,2120,0,2480,13492,530000,2014,Sep,9
544,3,2.25,2120,18500,2.0,0,0,4,8,2120,0,2120,14479,375000,2014,Nov,9
545,4,2.5,3350,29242,2.0,0,0,3,11,3350,0,3920,24728,910000,2015,Apr,8
546,4,2.5,2380,9614,2.0,0,0,4,10,2380,0,2560,9770,782000,2014,May,9
547,2,2.0,1070,649,2.0,0,0,3,9,720,350,1070,928,259950,2015,Mar,8
548,4,2.75,2300,18360,1.0,0,0,4,7,1560,740,1870,9588,315000,2014,Sep,9
549,2,1.0,1320,8865,1.0,0,0,4,6,1320,0,1190,6490,215000,2014,May,9
550,3,1.75,2180,10221,1.0,0,2,4,7,1140,1040,2180,8535,705000,2014,Jul,9
551,3,3.0,4380,6320,2.0,0,3,5,10,3580,800,3080,7680,1450000,2014,Oct,9
552,3,1.75,1790,9813,2.0,0,0,3,7,1790,0,1520,10125,451000,2015,May,8
553,2,1.0,750,8125,1.0,0,0,4,6,750,0,1340,8750,261000,2014,Sep,9
554,3,1.5,1300,8280,1.0,0,0,5,7,1300,0,1570,8692,396000,2014,Nov,9
555,4,2.5,2990,29170,2.0,0,3,3,9,2990,0,3715,29170,725000,2014,Jul,9
556,7,3.5,4640,15235,2.0,0,1,3,11,2860,1780,3230,20697,1950000,2014,Jun,9
557,4,1.0,1400,7242,1.5,0,0,3,7,1400,0,1310,7314,238000,2014,Jul,9
558,6,1.75,2750,9563,2.0,0,0,4,8,2750,0,2040,9563,750000,2015,Apr,8
559,4,2.5,2050,10271,2.0,0,0,3,7,2050,0,2050,8103,331500,2014,Oct,9
560,4,3.0,2230,108900,1.0,0,0,3,7,1410,820,1960,65340,460000,2014,Oct,9
561,4,2.25,2340,217014,1.0,0,0,4,8,2340,0,2340,107898,404950,2014,Jul,9
562,3,2.5,2870,5163,2.0,0,0,3,9,2870,0,1630,7995,880000,2014,Dec,9
563,4,2.5,4120,22370,2.0,0,0,3,10,4120,0,3180,7257,863000,2014,Jun,9
564,3,1.75,2080,9162,1.0,0,0,3,7,1370,710,1870,8944,638700,2014,Dec,9
565,3,2.5,1840,5680,2.0,0,0,3,7,1840,0,1600,4697,435000,2014,Jul,9
566,3,1.0,1180,5350,1.5,0,0,4,6,1180,0,1490,5350,260000,2014,Dec,9
